Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Failure_Risk,Inspection_Cost,Repair_Cost,Downtime,Recommended_Action
1000,26.76,Fiberglass,API 5L X42,2500,44.5,19.02,3.99,14.91,2,Moderate,0.24014561877819307,1385,17835,4,Monitor
1200,31.17,Carbon Steel,ASTM A333 Grade 6,150,6.4,17.64,0.37,1.19,10,Normal,0.07586332810866392,1807,11868,8,Monitor
250,8.39,HDPE,API 5L X42,900,-18.0,19.43,4.67,55.66,14,Moderate,0.12887972191064923,1644,6431,3,Monitor
1200,27.97,Stainless Steel,ASTM A106 Grade B,150,22.8,8.28,5.33,19.06,18,Critical,0.12804583895777244,1630,14067,9,Monitor
300,14.98,PVC,API 5L X65,150,-36.3,8.76,9.45,63.08,13,Critical,0.15190269351229435,1186,9713,2,Monitor
1000,19.34,PVC,ASTM A106 Grade B,300,33.5,5.84,8.87,45.86,23,Critical,0.13882717264941014,1727,15653,2,Monitor
500,21.07,Stainless Steel,ASTM A333 Grade 6,900,121.1,19.73,6.19,29.38,9,Critical,0.6408747448032146,664,14557,7,Schedule Inspection
400,17.35,Carbon Steel,ASTM A333 Grade 6,900,9.6,13.27,7.76,44.73,20,Critical,0.18188008439914483,804,14435,4,Monitor
1500,32.52,Stainless Steel,API 5L X42,300,50.3,16.56,1.61,4.95,4,Normal,0.3456672833238632,655,9998,8,Monitor
150,5.67,Stainless Steel,API 5L X52,300,21.1,14.81,2.16,38.1,2,Moderate,0.8967884099060118,1890,5162,9,Immediate Repair
50,5.84,PVC,ASTM A333 Grade 6,1500,63.9,19.37,4.08,69.86,18,Moderate,0.47396164026287235,1119,6974,7,Schedule Inspection
250,7.48,Stainless Steel,ASTM A333 Grade 6,2500,22.4,16.24,1.07,14.3,8,Normal,0.6675577385210272,1774,8291,5,Schedule Inspection
50,5.1,Carbon Steel,API 5L X42,1500,123.1,16.93,5.24,102.75,21,Critical,0.17231987120162984,1456,13461,8,Monitor
600,26.1,Carbon Steel,ASTM A333 Grade 6,900,-34.0,7.16,7.0,26.82,3,Critical,0.19228901880867078,833,5631,4,Monitor
800,17.68,Carbon Steel,API 5L X52,600,-8.1,11.35,9.76,55.2,15,Critical,0.04086861626647886,1468,5905,2,Monitor
150,8.14,HDPE,API 5L X42,600,80.5,0.6,3.07,37.71,20,Moderate,0.16893506307216455,1010,16663,6,Monitor
300,8.61,Stainless Steel,ASTM A106 Grade B,600,89.5,6.63,0.01,0.12,21,Normal,0.2785903390319586,1816,16445,9,Monitor
1200,29.77,Carbon Steel,API 5L X42,150,124.8,6.59,7.7,25.86,17,Critical,0.17701048427674682,1543,7014,1,Monitor
1500,33.67,Carbon Steel,API 5L X65,900,63.0,18.34,3.72,11.05,8,Moderate,0.08870253375705561,781,14833,7,Monitor
1200,34.1,PVC,API 5L X65,150,75.2,13.57,0.53,1.55,10,Normal,0.12063587110060081,1296,12896,9,Monitor
250,14.04,Carbon Steel,ASTM A106 Grade B,900,14.2,18.33,5.0,35.61,5,Moderate,0.46077876803272577,1524,5204,9,Schedule Inspection
500,11.64,PVC,ASTM A106 Grade B,300,25.0,10.3,7.78,66.84,24,Critical,0.2063337184057925,618,5581,3,Monitor
150,7.88,Stainless Steel,API 5L X65,600,25.2,2.58,1.79,22.72,2,Normal,0.36426986104807546,1558,10675,5,Monitor
600,15.66,Stainless Steel,ASTM A333 Grade 6,900,37.8,6.92,0.44,2.81,5,Normal,0.5034172708548569,697,14032,8,Schedule Inspection
400,18.59,HDPE,API 5L X52,150,45.5,7.49,8.65,46.53,11,Critical,0.6903948286293653,984,19124,8,Schedule Inspection
300,13.55,HDPE,API 5L X42,1500,29.0,7.94,4.79,35.35,7,Moderate,0.039312139841098936,1582,10347,4,Monitor
250,9.01,HDPE,API 5L X65,1500,8.1,14.67,7.8,86.57,16,Critical,0.7994103989090426,1336,14911,1,Immediate Repair
400,12.1,HDPE,API 5L X52,2500,51.2,3.4,4.52,37.36,16,Moderate,0.6279003894909078,1684,18930,1,Schedule Inspection
600,22.48,Fiberglass,ASTM A333 Grade 6,600,73.3,14.86,5.51,24.51,12,Critical,0.08175903194887191,1508,7643,4,Monitor
300,10.32,Carbon Steel,ASTM A106 Grade B,150,10.0,13.16,5.12,49.61,19,Critical,0.8735786241067772,1190,13017,6,Immediate Repair
500,14.46,PVC,ASTM A106 Grade B,600,-15.3,15.12,2.94,20.33,23,Moderate,0.9208724005318132,1729,7297,8,Immediate Repair
1200,21.53,HDPE,API 5L X52,900,17.2,19.61,6.89,32.0,24,Critical,0.06107795985486375,1535,5874,6,Monitor
100,4.1,HDPE,ASTM A106 Grade B,900,-36.6,9.98,5.68,138.54,19,Critical,0.2768776481472037,989,10560,9,Monitor
1500,40.48,PVC,API 5L X65,1500,98.3,9.95,4.61,11.39,18,Moderate,0.8062012797930613,775,19531,9,Immediate Repair
150,6.56,Stainless Steel,ASTM A333 Grade 6,150,76.9,9.65,6.62,100.91,18,Critical,0.7482596903836584,1192,5689,2,Immediate Repair
1200,33.44,Fiberglass,API 5L X65,300,69.9,8.39,7.09,21.2,5,Critical,0.18452101935637732,741,9000,1,Monitor
250,14.39,Stainless Steel,API 5L X52,1500,53.2,17.67,9.08,63.1,10,Critical,0.2093493233367103,1739,19298,2,Monitor
800,19.01,Stainless Steel,ASTM A106 Grade B,150,67.6,16.13,7.98,41.98,5,Critical,0.370472102791382,1774,16333,5,Monitor
400,15.24,Carbon Steel,API 5L X52,150,38.5,7.57,1.6,10.5,13,Normal,0.4845229851910213,625,19974,4,Schedule Inspection
50,3.27,Stainless Steel,API 5L X42,300,41.0,0.64,3.03,92.66,9,Moderate,0.618254771530296,716,14614,4,Schedule Inspection
300,7.91,HDPE,API 5L X42,1500,20.7,10.81,2.29,28.95,12,Moderate,0.3689136395697724,1829,19289,9,Monitor
400,19.86,Carbon Steel,ASTM A333 Grade 6,2500,43.1,2.27,2.18,10.98,1,Moderate,0.4625347161331479,1708,5671,8,Schedule Inspection
50,4.44,Carbon Steel,API 5L X65,900,79.4,6.13,6.24,140.54,24,Critical,0.7474709381337565,1562,12927,6,Immediate Repair
800,19.04,PVC,API 5L X65,150,111.0,0.01,5.01,26.31,6,Critical,0.0366832028905979,1746,6171,1,Monitor
250,9.98,HDPE,API 5L X52,900,53.2,3.57,3.4,34.07,11,Moderate,0.25243694434402075,1707,10591,2,Monitor
100,4.34,Fiberglass,ASTM A333 Grade 6,1500,22.6,7.12,1.62,37.33,3,Normal,0.7133495858845524,994,16918,6,Immediate Repair
150,9.38,Stainless Steel,API 5L X52,1500,29.5,10.11,2.41,25.69,1,Moderate,0.8952068376871993,926,14135,2,Immediate Repair
400,15.39,Fiberglass,ASTM A333 Grade 6,150,119.6,16.37,8.0,51.98,14,Critical,0.5116774421156661,1701,11342,5,Schedule Inspection
1500,37.59,Stainless Steel,API 5L X42,900,69.7,11.87,1.39,3.7,7,Normal,0.5321134852653157,1418,6449,5,Schedule Inspection
1500,30.85,Carbon Steel,ASTM A106 Grade B,900,18.5,12.39,8.37,27.13,24,Critical,0.10717201133977605,1951,16929,6,Monitor
1200,36.08,Carbon Steel,API 5L X52,1500,17.7,10.34,4.61,12.78,14,Moderate,0.44741236682345464,1817,7539,6,Schedule Inspection
1500,40.66,Stainless Steel,API 5L X42,1500,90.8,8.74,0.53,1.3,17,Normal,0.5326172664550232,650,8959,6,Schedule Inspection
200,7.73,Stainless Steel,ASTM A333 Grade 6,150,51.4,17.0,0.49,6.34,4,Normal,0.24247050363472966,883,18183,2,Monitor
250,10.72,HDPE,ASTM A333 Grade 6,900,-8.5,5.3,5.51,51.4,13,Critical,0.26924323094938096,807,11285,3,Monitor
250,9.25,PVC,API 5L X65,150,28.1,9.2,4.56,49.3,18,Moderate,0.37728416310462265,1859,10432,6,Monitor
50,5.61,Fiberglass,ASTM A333 Grade 6,2500,1.3,3.5,9.53,169.88,8,Critical,0.02007119777772637,1245,9260,8,Monitor
150,9.71,HDPE,API 5L X65,900,11.6,3.38,2.72,28.01,24,Moderate,0.3220791655831783,1391,7361,1,Monitor
100,6.21,PVC,API 5L X52,1500,50.5,19.94,4.78,76.97,4,Moderate,0.21144800699654465,874,11164,1,Monitor
1500,22.39,HDPE,API 5L X52,1500,57.9,12.28,2.8,12.51,20,Moderate,0.32749735217791465,1531,18393,2,Monitor
1500,45.28,Carbon Steel,API 5L X52,900,9.2,17.55,1.13,2.5,6,Normal,0.11976213181925122,1864,16844,6,Monitor
1000,22.05,Stainless Steel,API 5L X52,1500,29.4,0.25,7.56,34.29,4,Critical,0.890527280739895,628,8670,9,Immediate Repair
250,11.53,Fiberglass,ASTM A106 Grade B,300,-9.0,9.6,1.84,15.96,22,Normal,0.5935924535540487,1514,6753,4,Schedule Inspection
50,5.28,Carbon Steel,ASTM A106 Grade B,900,53.5,19.26,0.86,16.29,17,Normal,0.6791023191444896,1168,13100,3,Schedule Inspection
1200,30.85,Stainless Steel,ASTM A333 Grade 6,2500,67.6,7.07,8.9,28.85,19,Critical,0.7891712386073383,1875,15544,8,Immediate Repair
1200,38.85,PVC,ASTM A106 Grade B,900,77.4,11.5,0.03,0.08,18,Normal,0.4984421989290573,1881,6938,9,Schedule Inspection
1000,31.79,HDPE,ASTM A333 Grade 6,2500,19.9,7.87,8.45,26.58,12,Critical,0.08692028808742369,1016,13562,5,Monitor
100,5.28,HDPE,API 5L X52,1500,-0.5,0.88,2.37,44.89,18,Moderate,0.5371065418185478,585,10976,9,Schedule Inspection
50,3.72,Fiberglass,API 5L X42,1500,89.2,7.29,2.28,61.29,6,Moderate,0.5868411180208791,1698,18140,2,Schedule Inspection
300,12.36,Stainless Steel,API 5L X65,1500,10.2,1.58,2.06,16.67,4,Moderate,0.74543947418433,1716,17671,3,Immediate Repair
800,14.93,Stainless Steel,API 5L X42,150,76.7,1.74,7.64,51.17,5,Critical,0.4316595462296794,810,15123,7,Schedule Inspection
250,13.81,Stainless Steel,ASTM A333 Grade 6,300,-2.9,5.82,3.7,26.79,1,Moderate,0.12758030279556376,1642,11588,7,Monitor
150,9.06,Stainless Steel,API 5L X42,1500,36.5,3.74,3.59,39.62,6,Moderate,0.28377590579872447,1741,13616,6,Monitor
800,30.08,Stainless Steel,API 5L X52,2500,78.4,0.68,3.95,13.13,7,Moderate,0.3630822963986351,926,11304,6,Monitor
600,12.87,HDPE,API 5L X65,150,59.2,1.96,5.9,45.84,10,Critical,0.6459172413316012,1937,12345,2,Schedule Inspection
50,5.11,HDPE,API 5L X42,300,2.0,16.71,1.89,36.99,22,Normal,0.5707783046689119,613,17916,6,Schedule Inspection
250,9.91,Carbon Steel,ASTM A106 Grade B,2500,42.7,10.05,0.38,3.83,25,Normal,0.35609672589784624,1668,12875,4,Monitor
300,10.62,Fiberglass,API 5L X65,2500,30.6,4.55,7.18,67.61,7,Critical,0.9865152487929797,802,14086,3,Immediate Repair
250,13.79,Fiberglass,API 5L X42,300,93.5,12.87,4.14,30.02,17,Moderate,0.6057748193568872,1243,11633,2,Schedule Inspection
500,21.72,Stainless Steel,API 5L X65,600,51.8,3.16,8.67,39.92,13,Critical,0.23722679173599448,1087,19662,1,Monitor
200,7.2,PVC,API 5L X65,900,26.3,5.64,8.76,121.67,14,Critical,0.10178247262040374,1486,5597,5,Monitor
100,6.92,Fiberglass,ASTM A333 Grade 6,150,48.5,19.88,2.12,30.64,21,Moderate,0.15285913918433203,844,8062,2,Monitor
800,26.21,Fiberglass,ASTM A333 Grade 6,600,117.5,3.85,0.07,0.27,10,Normal,0.24595772838450813,1313,7336,2,Monitor
800,22.69,Stainless Steel,ASTM A106 Grade B,900,55.8,10.82,2.11,9.3,19,Moderate,0.16068137325955567,1300,17880,7,Monitor
150,9.5,Carbon Steel,ASTM A106 Grade B,300,-14.4,15.66,2.94,30.95,11,Moderate,0.18656702405130576,1524,14879,8,Monitor
150,7.12,Carbon Steel,API 5L X52,150,43.5,11.39,5.19,72.89,22,Critical,0.2850951686938471,1670,5572,8,Monitor
250,8.53,Stainless Steel,ASTM A106 Grade B,300,51.8,18.04,8.17,95.78,6,Critical,0.17337359529475482,1810,12521,4,Monitor
600,16.64,Stainless Steel,API 5L X42,2500,45.3,8.27,7.75,46.57,14,Critical,0.8967654246264252,1576,11171,1,Immediate Repair
150,5.43,HDPE,API 5L X42,2500,93.0,14.89,7.94,146.22,11,Critical,0.08023374566164221,1827,12097,7,Monitor
50,5.0,PVC,ASTM A106 Grade B,900,12.8,7.87,4.72,94.4,4,Moderate,0.5245113895702547,1592,7090,1,Schedule Inspection
400,18.8,Fiberglass,API 5L X52,600,84.4,13.84,6.85,36.44,8,Critical,0.4103968269896615,860,18992,4,Schedule Inspection
150,7.25,Carbon Steel,ASTM A333 Grade 6,600,11.0,1.34,0.78,10.76,12,Normal,0.9823786169086064,1743,11566,8,Immediate Repair
150,5.7,HDPE,API 5L X65,2500,37.3,19.64,3.25,57.02,9,Moderate,0.11203890216805235,1509,16861,2,Monitor
1500,36.36,PVC,ASTM A333 Grade 6,300,53.7,15.07,3.33,9.16,4,Moderate,0.39785559904574164,1203,17464,6,Monitor
300,17.1,Fiberglass,API 5L X52,900,94.3,1.3,2.8,16.37,16,Moderate,0.9694704332753689,1074,9624,6,Immediate Repair
1200,35.94,Fiberglass,API 5L X42,2500,59.7,2.46,8.74,24.32,23,Critical,0.8655071258939803,1684,6633,9,Immediate Repair
250,9.07,PVC,ASTM A333 Grade 6,300,4.6,10.86,7.99,88.09,9,Critical,0.8170720709492799,1612,18253,5,Immediate Repair
400,18.5,PVC,ASTM A333 Grade 6,1500,20.1,2.13,7.4,40.0,14,Critical,0.25790282704493983,1187,6517,4,Monitor
50,3.84,Stainless Steel,ASTM A106 Grade B,150,103.8,10.56,6.08,158.33,25,Critical,0.17088758739006582,1280,17485,5,Monitor
600,28.54,Fiberglass,API 5L X52,300,-16.8,9.59,7.41,25.96,22,Critical,0.668643219924431,1084,15849,5,Schedule Inspection
150,9.8,HDPE,ASTM A106 Grade B,900,15.0,19.89,2.78,28.37,24,Moderate,0.9293759891275858,1088,8648,8,Immediate Repair
400,10.84,Stainless Steel,API 5L X52,600,52.6,19.76,0.73,6.73,11,Normal,0.5567628930139298,1682,18140,8,Schedule Inspection
300,7.26,Fiberglass,API 5L X52,900,-42.6,4.77,2.94,40.5,14,Moderate,0.5716126894698998,988,16780,2,Schedule Inspection
1000,33.91,Stainless Steel,ASTM A333 Grade 6,600,22.2,17.02,0.54,1.59,13,Normal,0.2799790936602842,1470,6537,7,Monitor
200,11.46,Stainless Steel,ASTM A333 Grade 6,900,65.9,7.26,6.64,57.94,24,Critical,0.7694929331919369,1847,19357,8,Immediate Repair
1200,37.41,Carbon Steel,API 5L X65,2500,37.3,1.59,1.39,3.72,15,Normal,0.18704374855752337,1904,18368,6,Monitor
800,19.49,Fiberglass,API 5L X52,600,12.4,18.09,6.92,35.51,13,Critical,0.3236792364042437,1625,8137,5,Monitor
200,8.69,Carbon Steel,API 5L X65,2500,45.2,1.94,0.46,5.29,23,Normal,0.4254364386164168,993,11985,9,Schedule Inspection
1000,26.68,Stainless Steel,ASTM A333 Grade 6,900,28.9,10.81,7.59,28.45,16,Critical,0.507610378684455,518,5097,3,Schedule Inspection
1200,39.24,Carbon Steel,API 5L X42,900,64.9,14.05,0.71,1.81,7,Normal,0.24240973241508024,1977,16407,4,Monitor
1200,22.11,PVC,ASTM A106 Grade B,150,130.3,2.48,7.65,34.6,12,Critical,0.11483682473920354,896,19191,9,Monitor
300,8.06,Fiberglass,API 5L X42,600,25.1,6.17,3.02,37.47,7,Moderate,0.6106200424416326,1500,17722,6,Schedule Inspection
150,6.44,Carbon Steel,ASTM A333 Grade 6,600,54.6,3.36,9.07,140.84,25,Critical,0.28863055324025577,1802,17924,8,Monitor
400,16.46,PVC,API 5L X42,600,83.5,8.72,0.47,2.86,23,Normal,0.5812382214226123,1350,8750,7,Schedule Inspection
1500,31.01,Carbon Steel,ASTM A106 Grade B,2500,23.6,7.25,1.59,5.13,23,Normal,0.1543627152742023,1888,16349,2,Monitor
1200,19.22,Carbon Steel,API 5L X52,2500,77.7,14.18,6.42,33.4,7,Critical,0.4811401018548175,1854,17875,3,Schedule Inspection
1000,24.04,Carbon Steel,ASTM A106 Grade B,300,109.6,11.57,0.55,2.29,5,Normal,0.5325894325515859,1867,13535,1,Schedule Inspection
600,24.78,HDPE,API 5L X42,600,41.9,14.82,8.49,34.26,18,Critical,0.05182353682242691,1321,13174,9,Monitor
1000,17.8,PVC,API 5L X42,150,68.3,3.97,8.42,47.3,19,Critical,0.3366042781939206,954,13103,7,Monitor
400,14.63,HDPE,API 5L X42,900,71.7,5.17,3.74,25.56,13,Moderate,0.13441467693897424,1224,10413,1,Monitor
1000,23.09,HDPE,API 5L X65,150,97.5,5.43,7.98,34.56,14,Critical,0.06337497047276774,1588,19267,3,Monitor
250,14.41,HDPE,ASTM A333 Grade 6,1500,8.9,4.82,0.87,6.04,19,Normal,0.9899602323899452,1599,9666,4,Immediate Repair
250,10.15,PVC,ASTM A333 Grade 6,2500,65.7,14.34,9.59,94.48,2,Critical,0.32235384497472297,1210,5610,4,Monitor
1000,26.3,HDPE,API 5L X42,2500,34.4,19.5,6.68,25.4,10,Critical,0.8098744458546349,642,6727,5,Immediate Repair
1500,27.26,Carbon Steel,ASTM A333 Grade 6,900,39.7,2.36,7.04,25.83,9,Critical,0.25464065476376385,1416,15482,3,Monitor
250,11.54,PVC,API 5L X52,600,33.1,18.2,5.96,51.65,25,Critical,0.6815027222239293,1327,6854,3,Schedule Inspection
250,11.08,Carbon Steel,ASTM A333 Grade 6,900,75.3,5.85,4.92,44.4,21,Moderate,0.7602278598896866,1104,15800,1,Immediate Repair
300,7.51,PVC,API 5L X52,300,118.2,10.35,1.69,22.5,11,Normal,0.5956387406078443,1996,10055,7,Schedule Inspection
800,17.38,Fiberglass,API 5L X42,1500,7.3,17.51,0.27,1.55,10,Normal,0.47157618855015837,1940,15271,1,Schedule Inspection
50,4.61,Fiberglass,API 5L X42,150,62.2,0.31,0.81,17.57,13,Normal,0.41184091414726853,804,19726,2,Schedule Inspection
250,13.91,Stainless Steel,API 5L X65,150,50.4,5.1,6.97,50.11,20,Critical,0.3488682665429953,1235,7324,4,Monitor
200,6.18,Fiberglass,API 5L X52,1500,95.2,0.18,2.95,47.73,24,Moderate,0.9295291442478258,790,17819,4,Immediate Repair
400,17.89,Carbon Steel,API 5L X65,600,50.6,3.04,4.51,25.21,18,Moderate,0.8306194077877291,601,14369,5,Immediate Repair
1200,29.45,HDPE,API 5L X65,300,52.3,10.23,8.92,30.29,25,Critical,0.9650269106665126,1790,19718,2,Immediate Repair
600,19.72,PVC,ASTM A106 Grade B,1500,-16.8,10.41,2.66,13.49,3,Moderate,0.12429722348554473,1366,14283,4,Monitor
300,15.03,Stainless Steel,ASTM A333 Grade 6,600,54.8,14.85,7.96,52.96,5,Critical,0.7308674752036443,1467,19189,1,Immediate Repair
500,18.76,Fiberglass,API 5L X42,2500,45.7,13.43,0.11,0.59,12,Normal,0.9383404568210378,1473,18171,2,Immediate Repair
600,18.65,Stainless Steel,API 5L X52,900,31.6,4.92,4.15,22.25,12,Moderate,0.18123306616566015,1341,19549,1,Monitor
200,6.48,HDPE,ASTM A333 Grade 6,300,15.5,2.0,9.55,147.38,13,Critical,0.0664962673667775,1461,10774,4,Monitor
500,19.58,Carbon Steel,API 5L X65,900,89.8,6.51,4.78,24.41,7,Moderate,0.741120649290059,1441,11519,4,Immediate Repair
50,3.59,Fiberglass,ASTM A333 Grade 6,300,63.5,4.65,8.62,240.11,2,Critical,0.5744731131799119,1526,15983,7,Schedule Inspection
800,25.7,Carbon Steel,ASTM A333 Grade 6,2500,77.7,13.12,8.1,31.52,18,Critical,0.8418287767582721,584,19548,9,Immediate Repair
400,19.8,Fiberglass,API 5L X52,1500,59.6,6.84,2.5,12.63,8,Moderate,0.1397723766262895,827,19414,9,Monitor
300,7.67,Fiberglass,API 5L X42,600,24.5,3.81,3.54,46.15,18,Moderate,0.7952673118598902,1315,6749,5,Immediate Repair
800,30.43,PVC,API 5L X42,300,-23.5,17.35,7.69,25.27,2,Critical,0.20162732004774453,1973,15867,1,Monitor
600,16.38,Stainless Steel,ASTM A333 Grade 6,600,37.7,0.97,9.55,58.3,8,Critical,0.1636559428657045,953,19939,1,Monitor
300,16.23,PVC,ASTM A106 Grade B,1500,36.0,5.92,7.49,46.15,7,Critical,0.16426579793099294,1128,5781,6,Monitor
1000,34.89,Stainless Steel,API 5L X42,600,84.6,19.06,9.66,27.69,13,Critical,0.8145747202313821,1744,12548,2,Immediate Repair
100,7.7,Fiberglass,API 5L X52,900,28.8,13.74,4.68,60.78,20,Moderate,0.6651972206962001,1677,16240,8,Schedule Inspection
1500,37.94,Stainless Steel,ASTM A106 Grade B,150,60.3,13.98,6.6,17.4,15,Critical,0.5230654247691193,1164,11823,9,Schedule Inspection
300,12.84,Stainless Steel,API 5L X65,300,81.8,16.55,2.9,22.59,22,Moderate,0.3588304841235025,511,7105,4,Monitor
1200,36.51,PVC,API 5L X65,600,64.3,2.61,6.0,16.43,25,Critical,0.8772005408131083,1656,8867,5,Immediate Repair
150,8.25,Carbon Steel,API 5L X52,600,34.8,11.25,8.85,107.27,22,Critical,0.3924451074226354,803,12193,8,Monitor
1000,17.06,Stainless Steel,API 5L X65,300,-32.5,8.8,2.63,15.42,2,Moderate,0.8165994394715771,1816,9976,3,Immediate Repair
1000,32.09,HDPE,API 5L X65,1500,25.5,13.34,4.12,12.84,20,Moderate,0.4391349085702184,1474,17734,5,Schedule Inspection
100,5.1,Fiberglass,API 5L X65,600,115.8,3.39,1.03,20.2,11,Normal,0.3769444294249076,1823,7113,3,Monitor
500,11.45,Stainless Steel,API 5L X65,300,29.5,0.29,7.15,62.45,2,Critical,0.46267978566960644,1282,10879,3,Schedule Inspection
100,5.64,Fiberglass,ASTM A106 Grade B,900,20.9,6.42,4.88,86.52,2,Moderate,0.3013778741641421,542,18565,3,Monitor
1500,41.19,Carbon Steel,ASTM A333 Grade 6,600,81.0,4.6,9.33,22.65,22,Critical,0.7476093801762511,1443,8970,7,Immediate Repair
250,6.62,Stainless Steel,ASTM A106 Grade B,1500,36.9,18.18,0.01,0.15,16,Normal,0.5027203900924792,842,15183,7,Schedule Inspection
300,14.69,PVC,ASTM A333 Grade 6,300,38.8,6.6,5.59,38.05,18,Critical,0.2322126951468173,1849,14259,7,Monitor
200,7.08,Stainless Steel,API 5L X65,600,-7.9,10.46,4.73,66.81,20,Moderate,0.8995745732745685,997,12264,8,Immediate Repair
50,3.2,PVC,ASTM A333 Grade 6,900,75.5,19.11,7.07,220.94,4,Critical,0.3838912213732114,863,6577,5,Monitor
250,11.01,Fiberglass,ASTM A106 Grade B,300,4.1,19.65,2.08,18.89,3,Moderate,0.5435528611139886,1390,14203,5,Schedule Inspection
250,7.62,PVC,ASTM A333 Grade 6,900,51.7,13.11,5.51,72.31,11,Critical,0.9064721109645469,926,7274,4,Immediate Repair
50,3.33,PVC,API 5L X52,150,32.5,1.52,5.86,175.98,18,Critical,0.6242379959139921,1504,9869,7,Schedule Inspection
400,10.62,Fiberglass,API 5L X42,150,52.7,15.45,5.39,50.75,21,Critical,0.11689804070836407,520,15006,4,Monitor
400,13.53,HDPE,ASTM A333 Grade 6,150,44.8,8.37,0.52,3.84,10,Normal,0.9398321236134751,906,11744,2,Immediate Repair
800,12.09,HDPE,API 5L X52,1500,10.5,0.11,3.74,30.93,24,Moderate,0.6277080530714179,1118,7426,4,Schedule Inspection
1500,43.41,Carbon Steel,API 5L X52,300,42.0,2.09,1.95,4.49,12,Normal,0.3349056146570861,1514,18489,8,Monitor
50,5.21,Fiberglass,API 5L X52,2500,17.4,3.97,7.35,141.07,2,Critical,0.13927207266338726,835,10546,9,Monitor
500,18.46,HDPE,API 5L X42,2500,21.0,12.59,9.89,53.58,20,Critical,0.794025189270296,1640,11852,3,Immediate Repair
50,4.03,HDPE,ASTM A106 Grade B,150,32.7,19.88,0.2,4.96,6,Normal,0.6200727559285135,1647,17594,7,Schedule Inspection
200,6.58,Stainless Steel,API 5L X65,300,78.8,7.47,1.97,29.94,19,Normal,0.5334610919763215,898,18066,9,Schedule Inspection
800,15.93,HDPE,API 5L X65,1500,31.0,16.53,0.34,2.13,20,Normal,0.8938925830509576,1292,7551,4,Immediate Repair
600,10.33,PVC,ASTM A333 Grade 6,300,95.8,3.46,7.68,74.35,4,Critical,0.7885972112245307,1214,11411,3,Immediate Repair
400,18.23,Stainless Steel,ASTM A333 Grade 6,1500,49.1,1.07,1.63,8.94,4,Normal,0.15167487973275118,550,16849,5,Monitor
800,17.28,PVC,API 5L X52,300,45.5,4.39,0.91,5.27,3,Normal,0.31172206779554823,823,5007,1,Monitor
150,6.29,Fiberglass,API 5L X42,1500,-2.9,10.56,0.23,3.66,23,Normal,0.24848913981446574,1288,13087,3,Monitor
300,17.17,Fiberglass,ASTM A106 Grade B,2500,46.2,8.38,4.7,27.37,11,Moderate,0.743946292572677,640,7555,8,Immediate Repair
400,11.98,Carbon Steel,ASTM A333 Grade 6,300,-44.1,16.96,1.54,12.85,8,Normal,0.03353243473577938,969,5475,8,Monitor
250,8.74,Carbon Steel,ASTM A333 Grade 6,2500,22.6,3.9,4.41,50.46,19,Moderate,0.5698896848713165,1286,10416,4,Schedule Inspection
200,10.26,Stainless Steel,ASTM A333 Grade 6,600,24.1,11.01,0.12,1.17,24,Normal,0.7624586857406905,1857,15403,2,Immediate Repair
500,23.22,PVC,ASTM A333 Grade 6,900,46.8,13.79,3.08,13.26,18,Moderate,0.8767656367617495,1463,13676,8,Immediate Repair
500,13.5,PVC,API 5L X42,300,-10.1,9.9,5.45,40.37,25,Critical,0.34208174871590746,1507,12239,8,Monitor
250,8.83,Fiberglass,ASTM A333 Grade 6,2500,80.1,4.16,2.22,25.14,20,Moderate,0.8212573046720129,872,11710,4,Immediate Repair
100,6.22,Fiberglass,API 5L X42,1500,48.5,6.68,4.13,66.4,21,Moderate,0.11063173695520723,993,10000,3,Monitor
50,4.59,Stainless Steel,API 5L X65,600,53.0,19.59,9.62,209.59,1,Critical,0.8464522917345182,1250,9654,2,Immediate Repair
250,13.97,Fiberglass,ASTM A333 Grade 6,2500,91.2,6.08,2.31,16.54,15,Moderate,0.12748866233198242,1679,13078,9,Monitor
250,7.81,Stainless Steel,ASTM A106 Grade B,2500,0.2,4.22,8.43,107.94,20,Critical,0.39728729056036727,790,11063,1,Monitor
500,17.25,Fiberglass,API 5L X52,900,115.9,3.95,3.41,19.77,3,Moderate,0.7972953657795536,1667,7285,7,Immediate Repair
1500,38.44,HDPE,API 5L X52,2500,84.5,19.2,7.43,19.33,15,Critical,0.14991742734877378,605,10223,5,Monitor
1000,19.27,Carbon Steel,API 5L X65,1500,14.9,1.18,5.13,26.62,11,Critical,0.22925139523264149,1943,18521,8,Monitor
600,27.65,Carbon Steel,API 5L X52,1500,59.7,15.54,7.65,27.67,14,Critical,0.7222525683930663,1169,19889,4,Immediate Repair
250,10.91,Fiberglass,ASTM A333 Grade 6,600,101.0,16.72,3.49,31.99,21,Moderate,0.7200365365460744,501,11971,7,Immediate Repair
250,8.36,Carbon Steel,API 5L X52,2500,13.4,0.78,2.6,31.1,14,Moderate,0.6411476328852973,1088,17755,5,Schedule Inspection
1200,39.82,PVC,API 5L X42,150,85.1,3.94,8.5,21.35,8,Critical,0.6939484444671,1143,8525,5,Schedule Inspection
